nome, url, hf_hub_id, arquitetura, num_param, escala, tipo_treinamento, dataset
mobilenetv3_large_100.ra4_e3600_r224_in1k,,timm/mobilenetv3_large_100.ra4_e3600_r224_in1k,mobilenetv3_large_100,5483032,tiny,TRAINING_TYPE,ImageNet-1K
mobilenetv3_large_100.ra_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/mobilenetv3_large_100_ra-f55367f5.pth,timm/mobilenetv3_large_100.ra_in1k,mobilenetv3_large_100,5483032,tiny,TRAINING_TYPE,ImageNet-1K
mobilenetv3_large_150d.ra4_e3600_r256_in1k,,timm/mobilenetv3_large_150d.ra4_e3600_r256_in1k,mobilenetv3_large_150d,14622320,small,TRAINING_TYPE,ImageNet-1K
mobilenetv3_rw.rmsp_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/mobilenetv3_100-35495452.pth,timm/mobilenetv3_rw.rmsp_in1k,mobilenetv3_rw,5479918,tiny,TRAINING_TYPE,ImageNet-1K
mobilenetv3_small_050.lamb_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/mobilenetv3_small_050_lambc-4b7bbe87.pth,timm/mobilenetv3_small_050.lamb_in1k,mobilenetv3_small_050,1593224,tiny,TRAINING_TYPE,ImageNet-1K
mobilenetv3_small_075.lamb_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/mobilenetv3_small_075_lambc-384766db.pth,timm/mobilenetv3_small_075.lamb_in1k,mobilenetv3_small_075,2041872,tiny,TRAINING_TYPE,ImageNet-1K
mobilenetv3_small_100.lamb_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/mobilenetv3_small_100_lamb-266a294c.pth,timm/mobilenetv3_small_100.lamb_in1k,mobilenetv3_small_100,2542856,tiny,TRAINING_TYPE,ImageNet-1K
mobilenetv4_conv_aa_large.e230_r384_in12k,,timm/mobilenetv4_conv_aa_large.e230_r384_in12k,mobilenetv4_conv_aa_large,46452565,base,TRAINING_TYPE,DATASET
mobilenetv4_conv_aa_large.e230_r384_in12k_ft_in1k,,timm/mobilenetv4_conv_aa_large.e230_r384_in12k_ft_in1k,mobilenetv4_conv_aa_large,32590864,base,TRAINING_TYPE,ImageNet-1K
mobilenetv4_conv_aa_large.e230_r448_in12k_ft_in1k,,timm/mobilenetv4_conv_aa_large.e230_r448_in12k_ft_in1k,mobilenetv4_conv_aa_large,32590864,base,TRAINING_TYPE,ImageNet-1K
mobilenetv4_conv_aa_large.e600_r384_in1k,,timm/mobilenetv4_conv_aa_large.e600_r384_in1k,mobilenetv4_conv_aa_large,32590864,base,TRAINING_TYPE,ImageNet-1K
mobilenetv4_conv_blur_medium.e500_r224_in1k,,timm/mobilenetv4_conv_blur_medium.e500_r224_in1k,mobilenetv4_conv_blur_medium,9715512,tiny,TRAINING_TYPE,ImageNet-1K
mobilenetv4_conv_large.e500_r256_in1k,,timm/mobilenetv4_conv_large.e500_r256_in1k,mobilenetv4_conv_large,32590864,base,TRAINING_TYPE,ImageNet-1K
mobilenetv4_conv_large.e600_r384_in1k,,timm/mobilenetv4_conv_large.e600_r384_in1k,mobilenetv4_conv_large,32590864,base,TRAINING_TYPE,ImageNet-1K
mobilenetv4_conv_medium.e180_ad_r384_in12k,,timm/mobilenetv4_conv_medium.e180_ad_r384_in12k,mobilenetv4_conv_medium,23577213,small,TRAINING_TYPE,DATASET
mobilenetv4_conv_medium.e180_r384_in12k,,timm/mobilenetv4_conv_medium.e180_r384_in12k,mobilenetv4_conv_medium,23577213,small,TRAINING_TYPE,DATASET
mobilenetv4_conv_medium.e250_r384_in12k,,timm/mobilenetv4_conv_medium.e250_r384_in12k,mobilenetv4_conv_medium,23577213,small,TRAINING_TYPE,DATASET
mobilenetv4_conv_medium.e250_r384_in12k_ft_in1k,,timm/mobilenetv4_conv_medium.e250_r384_in12k_ft_in1k,mobilenetv4_conv_medium,9715512,tiny,TRAINING_TYPE,ImageNet-1K
mobilenetv4_conv_medium.e500_r224_in1k,,timm/mobilenetv4_conv_medium.e500_r224_in1k,mobilenetv4_conv_medium,9715512,tiny,TRAINING_TYPE,ImageNet-1K
mobilenetv4_conv_medium.e500_r256_in1k,,timm/mobilenetv4_conv_medium.e500_r256_in1k,mobilenetv4_conv_medium,9715512,tiny,TRAINING_TYPE,ImageNet-1K
mobilenetv4_conv_small.e1200_r224_in1k,,timm/mobilenetv4_conv_small.e1200_r224_in1k,mobilenetv4_conv_small,3774024,tiny,TRAINING_TYPE,ImageNet-1K
mobilenetv4_conv_small.e2400_r224_in1k,,timm/mobilenetv4_conv_small.e2400_r224_in1k,mobilenetv4_conv_small,3774024,tiny,TRAINING_TYPE,ImageNet-1K
mobilenetv4_conv_small.e3600_r256_in1k,,timm/mobilenetv4_conv_small.e3600_r256_in1k,mobilenetv4_conv_small,3774024,tiny,TRAINING_TYPE,ImageNet-1K
mobilenetv4_conv_small_050.e3000_r224_in1k,,timm/mobilenetv4_conv_small_050.e3000_r224_in1k,mobilenetv4_conv_small_050,2238952,tiny,TRAINING_TYPE,ImageNet-1K
mobilenetv4_hybrid_large.e600_r384_in1k,,timm/mobilenetv4_hybrid_large.e600_r384_in1k,mobilenetv4_hybrid_large,37764624,base,TRAINING_TYPE,ImageNet-1K
mobilenetv4_hybrid_large.ix_e600_r384_in1k,,timm/mobilenetv4_hybrid_large.ix_e600_r384_in1k,mobilenetv4_hybrid_large,37764624,base,TRAINING_TYPE,ImageNet-1K
mobilenetv4_hybrid_medium.e200_r256_in12k,,timm/mobilenetv4_hybrid_medium.e200_r256_in12k,mobilenetv4_hybrid_medium,24936349,small,TRAINING_TYPE,DATASET
mobilenetv4_hybrid_medium.e200_r256_in12k_ft_in1k,,timm/mobilenetv4_hybrid_medium.e200_r256_in12k_ft_in1k,mobilenetv4_hybrid_medium,11074648,small,TRAINING_TYPE,ImageNet-1K
mobilenetv4_hybrid_medium.e500_r224_in1k,,timm/mobilenetv4_hybrid_medium.e500_r224_in1k,mobilenetv4_hybrid_medium,11074648,small,TRAINING_TYPE,ImageNet-1K
mobilenetv4_hybrid_medium.ix_e550_r256_in1k,,timm/mobilenetv4_hybrid_medium.ix_e550_r256_in1k,mobilenetv4_hybrid_medium,11074648,small,TRAINING_TYPE,ImageNet-1K
mobilenetv4_hybrid_medium.ix_e550_r384_in1k,,timm/mobilenetv4_hybrid_medium.ix_e550_r384_in1k,mobilenetv4_hybrid_medium,11074648,small,TRAINING_TYPE,ImageNet-1K
mobilenetv5_300m.gemma3n,,timm/mobilenetv5_300m.gemma3n,mobilenetv5_300m,294126912,large,TRAINING_TYPE,DATASET
mobileone_s0.apple_in1k,,timm/mobileone_s0.apple_in1k,mobileone_s0,5293272,tiny,TRAINING_TYPE,ImageNet-1K
mobileone_s1.apple_in1k,,timm/mobileone_s1.apple_in1k,mobileone_s1,4825192,tiny,TRAINING_TYPE,ImageNet-1K
mobileone_s2.apple_in1k,,timm/mobileone_s2.apple_in1k,mobileone_s2,7884648,tiny,TRAINING_TYPE,ImageNet-1K
mobileone_s3.apple_in1k,,timm/mobileone_s3.apple_in1k,mobileone_s3,10170600,small,TRAINING_TYPE,ImageNet-1K
mobileone_s4.apple_in1k,,timm/mobileone_s4.apple_in1k,mobileone_s4,14951248,small,TRAINING_TYPE,ImageNet-1K
mobilevit_s.cvnets_in1k,,timm/mobilevit_s.cvnets_in1k,mobilevit_s,5578632,tiny,TRAINING_TYPE,ImageNet-1K
mobilevit_xs.cvnets_in1k,,timm/mobilevit_xs.cvnets_in1k,mobilevit_xs,2317848,tiny,TRAINING_TYPE,ImageNet-1K
mobilevit_xxs.cvnets_in1k,,timm/mobilevit_xxs.cvnets_in1k,mobilevit_xxs,1272024,tiny,TRAINING_TYPE,ImageNet-1K
mobilevitv2_050.cvnets_in1k,,timm/mobilevitv2_050.cvnets_in1k,mobilevitv2_050,1370593,tiny,TRAINING_TYPE,ImageNet-1K
mobilevitv2_075.cvnets_in1k,,timm/mobilevitv2_075.cvnets_in1k,mobilevitv2_075,2866009,tiny,TRAINING_TYPE,ImageNet-1K
mobilevitv2_100.cvnets_in1k,,timm/mobilevitv2_100.cvnets_in1k,mobilevitv2_100,4901841,tiny,TRAINING_TYPE,ImageNet-1K
mobilevitv2_125.cvnets_in1k,,timm/mobilevitv2_125.cvnets_in1k,mobilevitv2_125,7478089,tiny,TRAINING_TYPE,ImageNet-1K
mobilevitv2_150.cvnets_in1k,,timm/mobilevitv2_150.cvnets_in1k,mobilevitv2_150,10594753,small,TRAINING_TYPE,ImageNet-1K
mobilevitv2_150.cvnets_in22k_ft_in1k,,timm/mobilevitv2_150.cvnets_in22k_ft_in1k,mobilevitv2_150,10594753,small,TRAINING_TYPE,ImageNet-1K
mobilevitv2_150.cvnets_in22k_ft_in1k_384,,timm/mobilevitv2_150.cvnets_in22k_ft_in1k_384,mobilevitv2_150,10594753,small,TRAINING_TYPE,ImageNet-1K
mobilevitv2_175.cvnets_in1k,,timm/mobilevitv2_175.cvnets_in1k,mobilevitv2_175,14251833,small,TRAINING_TYPE,ImageNet-1K
mobilevitv2_175.cvnets_in22k_ft_in1k,,timm/mobilevitv2_175.cvnets_in22k_ft_in1k,mobilevitv2_175,14251833,small,TRAINING_TYPE,ImageNet-1K
mobilevitv2_175.cvnets_in22k_ft_in1k_384,,timm/mobilevitv2_175.cvnets_in22k_ft_in1k_384,mobilevitv2_175,14251833,small,TRAINING_TYPE,ImageNet-1K
mobilevitv2_200.cvnets_in1k,,timm/mobilevitv2_200.cvnets_in1k,mobilevitv2_200,18449329,small,TRAINING_TYPE,ImageNet-1K
mobilevitv2_200.cvnets_in22k_ft_in1k,,timm/mobilevitv2_200.cvnets_in22k_ft_in1k,mobilevitv2_200,18449329,small,TRAINING_TYPE,ImageNet-1K
mobilevitv2_200.cvnets_in22k_ft_in1k_384,,timm/mobilevitv2_200.cvnets_in22k_ft_in1k_384,mobilevitv2_200,18449329,small,TRAINING_TYPE,ImageNet-1K
mvitv2_base.fb_in1k,https://dl.fbaipublicfiles.com/mvit/mvitv2_models/MViTv2_B_in1k.pyth,timm/mvitv2_base.fb_in1k,mvitv2_base,51472744,base,TRAINING_TYPE,ImageNet-1K
mvitv2_base_cls.fb_inw21k,https://dl.fbaipublicfiles.com/mvit/mvitv2_models/MViTv2_B_in21k.pyth,timm/mvitv2_base_cls.fb_inw21k,mvitv2_base_cls,65444032,base,TRAINING_TYPE,DATASET
mvitv2_huge_cls.fb_inw21k,https://dl.fbaipublicfiles.com/mvit/mvitv2_models/MViTv2_H_in21k.pyth,timm/mvitv2_huge_cls.fb_inw21k,mvitv2_huge_cls,694804128,giant,TRAINING_TYPE,DATASET
mvitv2_large.fb_in1k,https://dl.fbaipublicfiles.com/mvit/mvitv2_models/MViTv2_L_in1k.pyth,timm/mvitv2_large.fb_in1k,mvitv2_large,217992952,large,TRAINING_TYPE,ImageNet-1K
mvitv2_large_cls.fb_inw21k,https://dl.fbaipublicfiles.com/mvit/mvitv2_models/MViTv2_L_in21k.pyth,timm/mvitv2_large_cls.fb_inw21k,mvitv2_large_cls,234583216,large,TRAINING_TYPE,DATASET
mvitv2_small.fb_in1k,https://dl.fbaipublicfiles.com/mvit/mvitv2_models/MViTv2_S_in1k.pyth,timm/mvitv2_small.fb_in1k,mvitv2_small,34870216,base,TRAINING_TYPE,ImageNet-1K
mvitv2_tiny.fb_in1k,https://dl.fbaipublicfiles.com/mvit/mvitv2_models/MViTv2_T_in1k.pyth,timm/mvitv2_tiny.fb_in1k,mvitv2_tiny,24173320,small,TRAINING_TYPE,ImageNet-1K
naflexvit_base_patch16_gap.e300_s576_in1k,,timm/naflexvit_base_patch16_gap.e300_s576_in1k,naflexvit_base_patch16_gap,86633704,base,TRAINING_TYPE,ImageNet-1K
naflexvit_base_patch16_par_gap.e300_s576_in1k,,timm/naflexvit_base_patch16_par_gap.e300_s576_in1k,naflexvit_base_patch16_par_gap,86633704,base,TRAINING_TYPE,ImageNet-1K
naflexvit_base_patch16_parfac_gap.e300_s576_in1k,,timm/naflexvit_base_patch16_parfac_gap.e300_s576_in1k,naflexvit_base_patch16_parfac_gap,86461672,base,TRAINING_TYPE,ImageNet-1K
naflexvit_base_patch16_siglip.v2_webli,,timm/naflexvit_base_patch16_siglip.v2_webli,naflexvit_base_patch16_siglip,92930304,base,TRAINING_TYPE,DATASET
naflexvit_so400m_patch16_siglip.v2_webli,,timm/naflexvit_so400m_patch16_siglip.v2_webli,naflexvit_so400m_patch16_siglip,427888064,giant,TRAINING_TYPE,DATASET
nasnetalarge.tf_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/nasnetalarge-dc4a7b8b.pth,timm/nasnetalarge.tf_in1k,nasnetalarge,88753150,base,TRAINING_TYPE,ImageNet-1K
nest_base_jx.goog_in1k,,timm/nest_base_jx.goog_in1k,nest_base_jx,67723368,base,TRAINING_TYPE,ImageNet-1K
nest_small_jx.goog_in1k,,timm/nest_small_jx.goog_in1k,nest_small_jx,38351176,base,TRAINING_TYPE,ImageNet-1K
nest_tiny_jx.goog_in1k,,timm/nest_tiny_jx.goog_in1k,nest_tiny_jx,17057608,small,TRAINING_TYPE,ImageNet-1K
nextvit_base.bd_in1k,,timm/nextvit_base.bd_in1k,nextvit_base,44818856,base,TRAINING_TYPE,ImageNet-1K
nextvit_base.bd_in1k_384,,timm/nextvit_base.bd_in1k_384,nextvit_base,44818856,base,TRAINING_TYPE,ImageNet-1K
nextvit_base.bd_ssld_6m_in1k,,timm/nextvit_base.bd_ssld_6m_in1k,nextvit_base,44818856,base,TRAINING_TYPE,ImageNet-1K
nextvit_base.bd_ssld_6m_in1k_384,,timm/nextvit_base.bd_ssld_6m_in1k_384,nextvit_base,44818856,base,TRAINING_TYPE,ImageNet-1K
nextvit_large.bd_in1k,,timm/nextvit_large.bd_in1k,nextvit_large,57874344,base,TRAINING_TYPE,ImageNet-1K
nextvit_large.bd_in1k_384,,timm/nextvit_large.bd_in1k_384,nextvit_large,57874344,base,TRAINING_TYPE,ImageNet-1K
nextvit_large.bd_ssld_6m_in1k,,timm/nextvit_large.bd_ssld_6m_in1k,nextvit_large,57874344,base,TRAINING_TYPE,ImageNet-1K
nextvit_large.bd_ssld_6m_in1k_384,,timm/nextvit_large.bd_ssld_6m_in1k_384,nextvit_large,57874344,base,TRAINING_TYPE,ImageNet-1K
nextvit_small.bd_in1k,,timm/nextvit_small.bd_in1k,nextvit_small,31763368,base,TRAINING_TYPE,ImageNet-1K
nextvit_small.bd_in1k_384,,timm/nextvit_small.bd_in1k_384,nextvit_small,31763368,base,TRAINING_TYPE,ImageNet-1K
nextvit_small.bd_ssld_6m_in1k,,timm/nextvit_small.bd_ssld_6m_in1k,nextvit_small,31763368,base,TRAINING_TYPE,ImageNet-1K
nextvit_small.bd_ssld_6m_in1k_384,,timm/nextvit_small.bd_ssld_6m_in1k_384,nextvit_small,31763368,base,TRAINING_TYPE,ImageNet-1K
nf_regnet_b1.ra2_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/nf_regnet_b1_256_ra2-ad85cfef.pth,timm/nf_regnet_b1.ra2_in1k,nf_regnet_b1,10223984,small,TRAINING_TYPE,ImageNet-1K
nf_resnet50.ra2_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/nf_resnet50_ra2-9f236009.pth,timm/nf_resnet50.ra2_in1k,nf_resnet50,25557032,small,TRAINING_TYPE,ImageNet-1K
nfnet_l0.ra2_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/nfnet_l0_ra2-45c6688d.pth,timm/nfnet_l0.ra2_in1k,nfnet_l0,35074488,base,TRAINING_TYPE,ImageNet-1K
pit_b_224.in1k,,timm/pit_b_224.in1k,pit_b_224,73764840,base,TRAINING_TYPE,ImageNet-1K
pit_b_distilled_224.in1k,,timm/pit_b_distilled_224.in1k,pit_b_distilled_224,74790096,base,TRAINING_TYPE,ImageNet-1K
pit_s_224.in1k,,timm/pit_s_224.in1k,pit_s_224,23461912,small,TRAINING_TYPE,ImageNet-1K
pit_s_distilled_224.in1k,,timm/pit_s_distilled_224.in1k,pit_s_distilled_224,24039056,small,TRAINING_TYPE,ImageNet-1K
pit_ti_224.in1k,,timm/pit_ti_224.in1k,pit_ti_224,4847272,tiny,TRAINING_TYPE,ImageNet-1K
pit_ti_distilled_224.in1k,,timm/pit_ti_distilled_224.in1k,pit_ti_distilled_224,5104336,tiny,TRAINING_TYPE,ImageNet-1K
pit_xs_224.in1k,,timm/pit_xs_224.in1k,pit_xs_224,10618888,small,TRAINING_TYPE,ImageNet-1K
pit_xs_distilled_224.in1k,,timm/pit_xs_distilled_224.in1k,pit_xs_distilled_224,11003984,small,TRAINING_TYPE,ImageNet-1K
pnasnet5large.tf_in1k,,timm/pnasnet5large.tf_in1k,pnasnet5large,86057668,base,TRAINING_TYPE,ImageNet-1K
poolformer_m36.sail_in1k,,timm/poolformer_m36.sail_in1k,poolformer_m36,56172520,base,TRAINING_TYPE,ImageNet-1K
poolformer_m48.sail_in1k,,timm/poolformer_m48.sail_in1k,poolformer_m48,73473448,base,TRAINING_TYPE,ImageNet-1K
poolformer_s12.sail_in1k,,timm/poolformer_s12.sail_in1k,poolformer_s12,11915176,small,TRAINING_TYPE,ImageNet-1K
poolformer_s24.sail_in1k,,timm/poolformer_s24.sail_in1k,poolformer_s24,21388968,small,TRAINING_TYPE,ImageNet-1K
poolformer_s36.sail_in1k,,timm/poolformer_s36.sail_in1k,poolformer_s36,30862760,base,TRAINING_TYPE,ImageNet-1K
poolformerv2_m36.sail_in1k,,timm/poolformerv2_m36.sail_in1k,poolformerv2_m36,56077168,base,TRAINING_TYPE,ImageNet-1K
poolformerv2_m48.sail_in1k,,timm/poolformerv2_m48.sail_in1k,poolformerv2_m48,73346056,base,TRAINING_TYPE,ImageNet-1K
poolformerv2_s12.sail_in1k,,timm/poolformerv2_s12.sail_in1k,poolformerv2_s12,11891712,small,TRAINING_TYPE,ImageNet-1K
poolformerv2_s24.sail_in1k,,timm/poolformerv2_s24.sail_in1k,poolformerv2_s24,21341464,small,TRAINING_TYPE,ImageNet-1K
poolformerv2_s36.sail_in1k,,timm/poolformerv2_s36.sail_in1k,poolformerv2_s36,30791216,base,TRAINING_TYPE,ImageNet-1K
pvt_v2_b0.in1k,,timm/pvt_v2_b0.in1k,pvt_v2_b0,3666760,tiny,TRAINING_TYPE,ImageNet-1K
pvt_v2_b1.in1k,,timm/pvt_v2_b1.in1k,pvt_v2_b1,14009000,small,TRAINING_TYPE,ImageNet-1K
pvt_v2_b2.in1k,,timm/pvt_v2_b2.in1k,pvt_v2_b2,25362856,small,TRAINING_TYPE,ImageNet-1K
pvt_v2_b2_li.in1k,,timm/pvt_v2_b2_li.in1k,pvt_v2_b2_li,22553512,small,TRAINING_TYPE,ImageNet-1K
pvt_v2_b3.in1k,,timm/pvt_v2_b3.in1k,pvt_v2_b3,45238696,base,TRAINING_TYPE,ImageNet-1K
pvt_v2_b4.in1k,,timm/pvt_v2_b4.in1k,pvt_v2_b4,62556072,base,TRAINING_TYPE,ImageNet-1K
pvt_v2_b5.in1k,,timm/pvt_v2_b5.in1k,pvt_v2_b5,81956008,base,TRAINING_TYPE,ImageNet-1K
rdnet_base.nv_in1k,,naver-ai/rdnet_base.nv_in1k,rdnet_base,87451096,base,TRAINING_TYPE,ImageNet-1K
rdnet_large.nv_in1k,,naver-ai/rdnet_large.nv_in1k,rdnet_large,186269632,large,TRAINING_TYPE,ImageNet-1K
rdnet_large.nv_in1k_ft_in1k_384,,naver-ai/rdnet_large.nv_in1k_ft_in1k_384,rdnet_large,186269632,large,TRAINING_TYPE,ImageNet-1K
rdnet_small.nv_in1k,,naver-ai/rdnet_small.nv_in1k,rdnet_small,50436448,base,TRAINING_TYPE,ImageNet-1K
rdnet_tiny.nv_in1k,,naver-ai/rdnet_tiny.nv_in1k,rdnet_tiny,23863008,small,TRAINING_TYPE,ImageNet-1K
regnetv_040.ra3_in1k,https://github.com/huggingface/pytorch-image-models/releases/download/v0.1-tpu-weights/regnetv_040_ra3-c248f51f.pth,timm/regnetv_040.ra3_in1k,regnetv_040,20640640,small,TRAINING_TYPE,ImageNet-1K
regnetv_064.ra3_in1k,https://github.com/huggingface/pytorch-image-models/releases/download/v0.1-tpu-weights/regnetv_064_ra3-530616c2.pth,timm/regnetv_064.ra3_in1k,regnetv_064,30576052,base,TRAINING_TYPE,ImageNet-1K
regnetx_002.pycls_in1k,,timm/regnetx_002.pycls_in1k,regnetx_002,2684792,tiny,TRAINING_TYPE,ImageNet-1K
regnetx_004.pycls_in1k,,timm/regnetx_004.pycls_in1k,regnetx_004,5157512,tiny,TRAINING_TYPE,ImageNet-1K
regnetx_004_tv.tv2_in1k,https://download.pytorch.org/models/regnet_x_400mf-62229a5f.pth,timm/regnetx_004_tv.tv2_in1k,regnetx_004_tv,5495976,tiny,TRAINING_TYPE,ImageNet-1K
regnetx_006.pycls_in1k,,timm/regnetx_006.pycls_in1k,regnetx_006,6196040,tiny,TRAINING_TYPE,ImageNet-1K
regnetx_008.pycls_in1k,,timm/regnetx_008.pycls_in1k,regnetx_008,7259656,tiny,TRAINING_TYPE,ImageNet-1K
regnetx_008.tv2_in1k,https://download.pytorch.org/models/regnet_x_800mf-94a99ebd.pth,timm/regnetx_008.tv2_in1k,regnetx_008,7259656,tiny,TRAINING_TYPE,ImageNet-1K
regnetx_016.pycls_in1k,,timm/regnetx_016.pycls_in1k,regnetx_016,9190136,tiny,TRAINING_TYPE,ImageNet-1K
regnetx_016.tv2_in1k,https://download.pytorch.org/models/regnet_x_1_6gf-a12f2b72.pth,timm/regnetx_016.tv2_in1k,regnetx_016,9190136,tiny,TRAINING_TYPE,ImageNet-1K
regnetx_032.pycls_in1k,,timm/regnetx_032.pycls_in1k,regnetx_032,15296552,small,TRAINING_TYPE,ImageNet-1K
regnetx_032.tv2_in1k,https://download.pytorch.org/models/regnet_x_3_2gf-7071aa85.pth,timm/regnetx_032.tv2_in1k,regnetx_032,15296552,small,TRAINING_TYPE,ImageNet-1K
regnetx_040.pycls_in1k,,timm/regnetx_040.pycls_in1k,regnetx_040,22118248,small,TRAINING_TYPE,ImageNet-1K
regnetx_064.pycls_in1k,,timm/regnetx_064.pycls_in1k,regnetx_064,26209256,small,TRAINING_TYPE,ImageNet-1K
regnetx_080.pycls_in1k,,timm/regnetx_080.pycls_in1k,regnetx_080,39572648,base,TRAINING_TYPE,ImageNet-1K
regnetx_080.tv2_in1k,https://download.pytorch.org/models/regnet_x_8gf-2b70d774.pth,timm/regnetx_080.tv2_in1k,regnetx_080,39572648,base,TRAINING_TYPE,ImageNet-1K
regnetx_120.pycls_in1k,,timm/regnetx_120.pycls_in1k,regnetx_120,46106056,base,TRAINING_TYPE,ImageNet-1K
regnetx_160.pycls_in1k,,timm/regnetx_160.pycls_in1k,regnetx_160,54278536,base,TRAINING_TYPE,ImageNet-1K
regnetx_160.tv2_in1k,https://download.pytorch.org/models/regnet_x_16gf-ba3796d7.pth,timm/regnetx_160.tv2_in1k,regnetx_160,54278536,base,TRAINING_TYPE,ImageNet-1K
regnetx_320.pycls_in1k,,timm/regnetx_320.pycls_in1k,regnetx_320,107811560,large,TRAINING_TYPE,ImageNet-1K
regnetx_320.tv2_in1k,https://download.pytorch.org/models/regnet_x_32gf-6eb8fdc6.pth,timm/regnetx_320.tv2_in1k,regnetx_320,107811560,large,TRAINING_TYPE,ImageNet-1K
regnety_002.pycls_in1k,,timm/regnety_002.pycls_in1k,regnety_002,3162996,tiny,TRAINING_TYPE,ImageNet-1K
regnety_004.pycls_in1k,,timm/regnety_004.pycls_in1k,regnety_004,4344144,tiny,TRAINING_TYPE,ImageNet-1K
regnety_004.tv2_in1k,https://download.pytorch.org/models/regnet_y_400mf-e6988f5f.pth,timm/regnety_004.tv2_in1k,regnety_004,4344144,tiny,TRAINING_TYPE,ImageNet-1K
regnety_006.pycls_in1k,,timm/regnety_006.pycls_in1k,regnety_006,6055160,tiny,TRAINING_TYPE,ImageNet-1K
regnety_008.pycls_in1k,,timm/regnety_008.pycls_in1k,regnety_008,6263168,tiny,TRAINING_TYPE,ImageNet-1K
regnety_008_tv.tv2_in1k,https://download.pytorch.org/models/regnet_y_800mf-58fc7688.pth,timm/regnety_008_tv.tv2_in1k,regnety_008_tv,6432512,tiny,TRAINING_TYPE,ImageNet-1K
regnety_016.pycls_in1k,,timm/regnety_016.pycls_in1k,regnety_016,11202430,small,TRAINING_TYPE,ImageNet-1K
regnety_016.tv2_in1k,https://download.pytorch.org/models/regnet_y_1_6gf-0d7bc02a.pth,timm/regnety_016.tv2_in1k,regnety_016,11202430,small,TRAINING_TYPE,ImageNet-1K
regnety_032.pycls_in1k,,timm/regnety_032.pycls_in1k,regnety_032,19436338,small,TRAINING_TYPE,ImageNet-1K
regnety_032.ra_in1k,https://github.com/huggingface/pytorch-image-models/releases/download/v0.1-weights/regnety_032_ra-7f2439f9.pth,timm/regnety_032.ra_in1k,regnety_032,19436338,small,TRAINING_TYPE,ImageNet-1K
regnety_032.tv2_in1k,https://download.pytorch.org/models/regnet_y_3_2gf-9180c971.pth,timm/regnety_032.tv2_in1k,regnety_032,19436338,small,TRAINING_TYPE,ImageNet-1K
regnety_040.pycls_in1k,,timm/regnety_040.pycls_in1k,regnety_040,20646656,small,TRAINING_TYPE,ImageNet-1K
regnety_040.ra3_in1k,https://github.com/huggingface/pytorch-image-models/releases/download/v0.1-tpu-weights/regnety_040_ra3-670e1166.pth,timm/regnety_040.ra3_in1k,regnety_040,20646656,small,TRAINING_TYPE,ImageNet-1K
regnety_064.pycls_in1k,,timm/regnety_064.pycls_in1k,regnety_064,30583252,base,TRAINING_TYPE,ImageNet-1K
regnety_064.ra3_in1k,https://github.com/huggingface/pytorch-image-models/releases/download/v0.1-tpu-weights/regnety_064_ra3-aa26dc7d.pth,timm/regnety_064.ra3_in1k,regnety_064,30583252,base,TRAINING_TYPE,ImageNet-1K
regnety_080.pycls_in1k,,timm/regnety_080.pycls_in1k,regnety_080,39180068,base,TRAINING_TYPE,ImageNet-1K
regnety_080.ra3_in1k,https://github.com/huggingface/pytorch-image-models/releases/download/v0.1-tpu-weights/regnety_080_ra3-1fdc4344.pth,timm/regnety_080.ra3_in1k,regnety_080,39180068,base,TRAINING_TYPE,ImageNet-1K
regnety_080_tv.tv2_in1k,https://download.pytorch.org/models/regnet_y_8gf-dc2b1b54.pth,timm/regnety_080_tv.tv2_in1k,regnety_080_tv,39381472,base,TRAINING_TYPE,ImageNet-1K
regnety_120.pycls_in1k,,timm/regnety_120.pycls_in1k,regnety_120,51822544,base,TRAINING_TYPE,ImageNet-1K
regnety_120.sw_in12k,,timm/regnety_120.sw_in12k,regnety_120,76072405,base,TRAINING_TYPE,DATASET
regnety_120.sw_in12k_ft_in1k,,timm/regnety_120.sw_in12k_ft_in1k,regnety_120,51822544,base,TRAINING_TYPE,ImageNet-1K
regnety_160.deit_in1k,https://dl.fbaipublicfiles.com/deit/regnety_160-a5fe301d.pth,timm/regnety_160.deit_in1k,regnety_160,83590140,base,TRAINING_TYPE,ImageNet-1K
regnety_160.lion_in12k_ft_in1k,,timm/regnety_160.lion_in12k_ft_in1k,regnety_160,83590140,base,TRAINING_TYPE,ImageNet-1K
regnety_160.pycls_in1k,,timm/regnety_160.pycls_in1k,regnety_160,83590140,base,TRAINING_TYPE,ImageNet-1K
regnety_160.sw_in12k,,timm/regnety_160.sw_in12k,regnety_160,116323665,large,TRAINING_TYPE,DATASET
regnety_160.sw_in12k_ft_in1k,,timm/regnety_160.sw_in12k_ft_in1k,regnety_160,83590140,base,TRAINING_TYPE,ImageNet-1K
